?class	?label	?syn_type
<http://purl.obolibrary.org/obo/HANCESTRO_0494>	"Indonesian"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0495>	"Lao"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0496>	"Malaysian"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0497>	"Burmese"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0498>	"Filipino"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0500>	"Thai"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0501>	"Timorese"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0502>	"Vietnamese"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0503>	"Cameroonian"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0504>	"Cape Verdean"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0505>	"Chadian"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0506>	"Ethiopian"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0507>	"Kenyan"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0508>	"Liberian"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0509>	"Malagasy"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0510>	"Mauritanian"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0511>	"Mauritian"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0512>	"Mahoran"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0513>	"Namibian"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0514>	"Sao Tomean"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0515>	"Senegalese"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0516>	"Seychellois"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0517>	"Sierra Leonean"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0518>	"Somali"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0519>	"South African"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0520>	"St. Helenian"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0521>	"Ugandan"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0522>	"Angolan"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0523>	"Beninese"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0524>	"Motswana"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0525>	"Burkinabe"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0526>	"Burundian"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0527>	"Central African"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0528>	"Comoran"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0529>	"Congolese"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0530>	"Ivoirian"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0531>	"Djiboutian"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0532>	"Equatorial Guinean"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0533>	"Eritrean"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0534>	"Gabonese"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0535>	"Gambian"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0536>	"Ghanaian"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0537>	"Guinean"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0538>	"Bissau-Guinean"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0539>	"Mosotho"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0540>	"Malawian"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0541>	"Malian"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0542>	"Mozambican"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0543>	"Nigerien"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0544>	"Nigerian"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0545>	"Rwandan"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0546>	"Swazi"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0547>	"Togolese"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0548>	"Tanzanian"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0549>	"Zambian"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0550>	"Zimbabweian"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0551>	"Irish founder"	"exact synonym"
<http://purl.obolibrary.org/obo/HANCESTRO_0551>	"genetically homogenous Irish"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0552>	"Aboriginal Australian"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0554>	"Silk Road founder"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0555>	"Arab Israeli founder"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0555>	"Israeli Arab"	"exact synonym"
<http://purl.obolibrary.org/obo/HANCESTRO_0556>	"Cilento"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0557>	"Costa Rican founder"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0558>	"French Canadian founder"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0559>	"Italian founder"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0560>	"Northern Finnish founder"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0561>	"Romanian founder"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0563>	"South Tyrolean"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0564>	"Vis founder"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0565>	"Split founder"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0566>	"undefined ancestry population"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0567>	"African Caribbean"	"exact synonym"
<http://purl.obolibrary.org/obo/HANCESTRO_0567>	"Afro-Caribbean"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0568>	"African American"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0569>	"Talana"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0570>	"Pima Indian"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0571>	"Plains American Indian"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0572>	"Kosraen"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0573>	"Native Hawaiian"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0574>	"Pacific Islander"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0575>	"Yoruban"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0576>	"West African"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0577>	"Dai Chinese"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0578>	"Hui Chinese"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0579>	"Jingpo Chinese"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0580>	"Malaysian Chinese"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0581>	"Uigur Chinese"	"exact synonym"
<http://purl.obolibrary.org/obo/HANCESTRO_0581>	"Uygur Chinese"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0582>	"Tibetan"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0583>	"Han Taiwanese"	"exact synonym"
<http://purl.obolibrary.org/obo/HANCESTRO_0583>	"Taiwanese Han"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0584>	"Sri Lankan Sinhalese"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0585>	"Tatar"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0586>	"Bashkir"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0587>	"Martu Australian Aboriginal"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0588>	"Jewish Israeli"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0589>	"Punjabi Sikh"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0590>	"American of European ancestry"	"exact synonym"
<http://purl.obolibrary.org/obo/HANCESTRO_0590>	"European American"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0591>	"Esan"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0592>	"Luhya"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0593>	"Maasai"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0594>	"Mende"@en	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0595>	"Eskimo"	"label"
<http://purl.obolibrary.org/obo/HANCESTRO_0596>	"Arab"	"label"
<http://purl.obolibrary.org/obo/IAO_0000005>	"objective specification"@en	"label"
<http://purl.obolibrary.org/obo/IAO_0000027>	"data item"@en	"label"
<http://purl.obolibrary.org/obo/IAO_0000028>	"symbol"@en	"label"
<http://purl.obolibrary.org/obo/IAO_0000030>	"information content entity"@en	"label"
<http://purl.obolibrary.org/obo/IAO_0000032>	"scalar measurement datum"@en	"label"
<http://purl.obolibrary.org/obo/IAO_0000033>	"directive information entity"@en	"label"
<http://purl.obolibrary.org/obo/IAO_0000078>	"curation status specification"@en	"label"
<http://purl.obolibrary.org/obo/IAO_0000100>	"data set"@en	"label"
<http://purl.obolibrary.org/obo/IAO_0000102>	"data about an ontology part"@en	"label"
<http://purl.obolibrary.org/obo/IAO_0000109>	"measurement datum"@en	"label"
<http://purl.obolibrary.org/obo/IAO_0000300>	"textual entity"@en	"label"
<http://purl.obolibrary.org/obo/IAO_0000408>	"length measurement datum"@en	"label"
<http://purl.obolibrary.org/obo/IAO_0000414>	"mass measurement datum"@en	"label"
<http://purl.obolibrary.org/obo/IAO_0000416>	"time measurement datum"@en	"label"
<http://purl.obolibrary.org/obo/IAO_0000577>	"centrally registered identifier symbol"@en	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_1000425>	"Pimpinella major"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_1000425>	"Pimpinella major (L.) Huds."	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_1000425>	"greater burnet-saxifrage plant"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_1000425>	"hollowstem burnet saxifrage"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_1000425>	"pimpinella major"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_1003242>	"Ximeniaceae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_1003799>	"Kanadi kingfish"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_1003799>	"Scomberomorus plurilineatus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_1003799>	"Scomberomorus plurilineatus Fourmanoir 1966"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_1003799>	"Scomberomorus plurilineatus Fourmanoir, 1966"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_1003799>	"kanadi kingfish"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_1003799>	"scomberomorus plurilineatus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_1003875>	"Sicyoeae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_1003877>	"Benincaseae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_1005905>	"Solenocera membranacea"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_1005905>	"Solenocera membranacea (Risso, 1816)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_1005905>	"Solenocera membranacea Risso, 1816"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_1005905>	"atlantic mud shrimp"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_1005905>	"solenocera membranacea"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_10060>	"Ondatra zibethicus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_10060>	"Ondatra zibethicus (Linnaeus, 1766)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_10060>	"Ondatra zibethicus Linnaeus, 1766"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_10060>	"muskrat"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_10060>	"muskrat"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_10060>	"ondatra zibethicus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_10066>	"Muridae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_100756>	"Hericium coralloides"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_100776>	"Aequipecten opercularis"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_100776>	"Aequipecten opercularis (Linnaeus 1758)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_100776>	"Chlamys opercularis"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_100776>	"Chlamys opercularis (Linnaeus, 1758)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_100776>	"aequipecten opercularis"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_100776>	"chlamys opercularis"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_100776>	"queen scallop"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_1008370>	"Amomum subulatum"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_1008370>	"greater cardamom"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_1008370>	"hill cardamom"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_10088>	"Mus"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_10088>	"Mus <genus>"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_10088>	"mice"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_10088>	"mouse"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_10090>	"Mus musculus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_10090>	"house mouse"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_10090>	"mouse"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_101007>	"Fragaria chiloensis"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_101007>	"Fragaria chiloensis (L.) Mill."	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_101007>	"Fragaria chiloensis (L.) P. Mill."	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_101007>	"Fragaria chiloënsis (L.) Mill."	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_101007>	"beach strawberry"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_101007>	"chilean strawberry plant"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_101007>	"chiloe strawberry"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_101007>	"fragaria chiloensis"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_101015>	"Fragaria virginiana"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_101015>	"Fragaria virginiana Duchesne"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_101015>	"Fragaria virginiana Mill."	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_101015>	"fragaria virginiana"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_101015>	"scarlet strawberry"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_101015>	"virginia strawberry plant"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_101015>	"wild strawberry"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_1010633>	"Digitaria exilis"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_1010633>	"Digitaria exilis (Kippist) Stapf"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_1010633>	"fonio plant"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_1010633>	"hungry rice"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_1010633>	"white fonio"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_1010792>	"Cabinza grunt"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_1010792>	"Isacia conceptionis"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_1010792>	"Isacia conceptionis (Cuvier in Cuvier and Valenciennes, 1830)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_1010792>	"Isacia conceptionis (Cuvier, 1830)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_1010792>	"Isacia conceptionis (Valenciennes, 1830)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_1010792>	"isacia conceptionis"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_1010792>	"southeast pacific grunt"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_1016941>	"Oxynotus centrina"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_1016941>	"Oxynotus centrina (Linnaeus, 1758)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_1016941>	"angular rough shark"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_1016941>	"angular rough shark"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_1016941>	"angular roughshark"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_1016941>	"centrina shark"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_1016941>	"humantin"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_1016941>	"oxynotus centrina"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_1016941>	"prickly dogfish"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_10184>	"Castor"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_102107>	"Japanese apricot"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102107>	"Prunus mume"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_102107>	"Prunus mume Siebold & Zucc."	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102107>	"chinese plum"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102107>	"japanese apricot plant"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_102107>	"prunus mume"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102107>	"ume"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102211>	"Benincasa hispida"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_102211>	"Benincasa hispida (Thunb.) Cogn."	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102211>	"ash gourd"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102211>	"benincasa hispida var."@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102211>	"chinese vegetable marrow"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102211>	"fuzzy melon plant"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_102211>	"hairy melon"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102211>	"mogwa"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102211>	"tallow gourd"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102211>	"wax gourd"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102211>	"waxgourd"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102211>	"winter melon"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102211>	"winter melon"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102312>	"Pteriidae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_102329>	"Pinctada margaritifera"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_102329>	"Pinctada margaritifera (Linnaeus, 1758)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102329>	"Pinctada margaritifera Linnaeus, 1758"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102329>	"black-lip oyster"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102329>	"blacklip pearl oyster"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_102329>	"pinctada margaritifera"@en	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102804>	"Asteroideae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_102809>	"Astereae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_102810>	"Anthemideae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_102814>	"Heliantheae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_102818>	"Cardueae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_102876>	"Eledone cirrhosa"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_102876>	"Eledone cirrhosa (Lamarck, 1798)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102876>	"Eledone cirrosa (Lamarck 1798)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102876>	"Eledone cirrosa (Lamarck, 1798)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102876>	"curled octopus"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102876>	"curled octopus"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_102876>	"eledone cirrhosa"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102876>	"eledone cirrosa"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102876>	"horned octopus"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102876>	"horned octopus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102976>	"Euphausia pacifica"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_102976>	"Euphausia pacifica Hansen, 1911"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102976>	"North Pacific krill"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102976>	"euphausia pacifica"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_102976>	"isada krill"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_103349>	"Vitis rotundifolia"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_103349>	"fox grape"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_103349>	"muscadine"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_103351>	"Vitis amurensis"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_103351>	"Vitis amurensis Rupr."	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_103351>	"amur grape plant"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_103351>	"vitis amurensis"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_103355>	"Concord grape"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_103355>	"Vitis labrusca"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_103373>	"Asean bullfrog"@en	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_103373>	"Asia bullfrog"@en	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_103373>	"Asian bullfrog"@en	"exact synonym"
